2025-11-08 19:31:26 - INFO - training - ================================================================================
2025-11-08 19:31:26 - INFO - training - TRAINING SESSION STARTED | {"agent_type": "mcts", "num_matches": 100, "num_iterations": 5, "optimization_strategy": "grid_search"}
2025-11-08 19:31:26 - INFO - training - ================================================================================
2025-11-08 19:31:26 - INFO - training - Iteration start | {"iteration": 1, "population_size": 20, "baselines": ["random", "heuristic", "default_mcts", "default_minimax"]}
2025-11-08 19:31:26 - INFO - training - Evaluating configuration | {"iteration": 1, "config_index": 1, "config": {"aggressive_weight": 0.09523809523809526, "exploration_weight": 0.23809523809523814, "safety_weight": 0.6666666666666667, "simulation_time_ms": 180, "exploration_constant": 1.0}}
2025-11-08 19:31:28 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 1, "result": "AGENT2_WIN", "turns": 13, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:36 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 2, "result": "AGENT1_WIN", "turns": 44, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:47 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 3, "result": "AGENT1_WIN", "turns": 59, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:51 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 4, "result": "AGENT1_WIN", "turns": 21, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:58 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 5, "result": "AGENT1_WIN", "turns": 38, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:59 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 6, "result": "AGENT1_WIN", "turns": 6, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 2, "agent2_boosts_used": 0}
2025-11-08 19:32:07 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 7, "result": "AGENT1_WIN", "turns": 41, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:32:11 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 8, "result": "AGENT1_WIN", "turns": 21, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:32:24 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 9, "result": "AGENT1_WIN", "turns": 73, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:32:36 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 10, "result": "AGENT1_WIN", "turns": 63, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:32:39 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 11, "result": "AGENT1_WIN", "turns": 16, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:32:51 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 12, "result": "AGENT1_WIN", "turns": 65, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:32:55 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 13, "result": "AGENT1_WIN", "turns": 21, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:33:02 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 14, "result": "AGENT1_WIN", "turns": 41, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:33:09 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 15, "result": "AGENT1_WIN", "turns": 37, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:33:14 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 16, "result": "AGENT1_WIN", "turns": 24, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:33:24 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 17, "result": "AGENT2_WIN", "turns": 60, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
