2025-11-08 19:31:08 - INFO - training - ================================================================================
2025-11-08 19:31:08 - INFO - training - TRAINING SESSION STARTED | {"agent_type": "minimax", "num_matches": 100, "num_iterations": 5, "optimization_strategy": "grid_search"}
2025-11-08 19:31:08 - INFO - training - ================================================================================
2025-11-08 19:31:08 - INFO - training - Iteration start | {"iteration": 1, "population_size": 20, "baselines": ["random", "heuristic", "default_minimax", "default_mcts"]}
2025-11-08 19:31:08 - INFO - training - Evaluating configuration | {"iteration": 1, "config_index": 1, "config": {"aggressive_weight": 0.20833333333333331, "exploration_weight": 0.4583333333333333, "safety_weight": 0.3333333333333333, "depth": 6, "use_transposition_table": false, "tt_max_size": 5000}}
2025-11-08 19:31:08 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 1, "result": "AGENT1_WIN", "turns": 16, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:09 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 2, "result": "AGENT1_WIN", "turns": 18, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:09 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 3, "result": "AGENT1_WIN", "turns": 20, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:10 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 4, "result": "AGENT1_WIN", "turns": 61, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:11 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 5, "result": "AGENT1_WIN", "turns": 78, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:11 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 6, "result": "AGENT1_WIN", "turns": 16, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:11 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 7, "result": "AGENT1_WIN", "turns": 13, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:12 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 8, "result": "AGENT1_WIN", "turns": 18, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:12 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 9, "result": "AGENT1_WIN", "turns": 35, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:13 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 10, "result": "AGENT1_WIN", "turns": 48, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:13 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 11, "result": "AGENT1_WIN", "turns": 32, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
2025-11-08 19:31:14 - INFO - training - Match summary | {"batch": "iter1_cfg1", "opponent": "random", "leg": "A", "match_index": 12, "result": "AGENT1_WIN", "turns": 38, "agent1_invalid_moves": 0, "agent2_invalid_moves": 0, "agent1_boosts_used": 3, "agent2_boosts_used": 0}
